sample_id,reference,hypothesis,wer,cer,n_words
train-00000-of-00048_000025,жасай берейік,رصيبرك,1.0,1.0,2
train-00000-of-00048_000026,игорь чепсеу нағыз жетіп қалдық уже,икорчевсонан жетік падығуже,1.0,0.42857142857142855,6
train-00000-of-00048_000027,науытик,nawutik,1.0,1.0,1
train-00000-of-00048_000028,кішкентай сияқты болып тұр,кішкен тайсияқ тоыптың,1.0,0.34615384615384615,4
train-00000-of-00048_000029,вио майын ашық деген отырып болды достар видеоға лайкымызды басаңыз тегін лайкты басаңыз,елмайнашіктена тырып от бұсар видеоға айкымыз басамыз тегін лайкты басамыз,0.7692307692307693,0.29545454545454547,13
train-00000-of-00048_000030,қазірінше біз бұл айына көтеріле берейік,cazrîncebezboin cutirle biric,1.0,0.95,6
train-00000-of-00048_000031,осы жетеді короче,ოსჟითეтგარჩე,1.0,0.9411764705882353,3
train-00000-of-00048_000032,өте үлкен боп кетті,wutelkebuk,1.0,1.0,4
train-00000-of-00048_000033,клищкіл,كليش كم,2.0,1.0,1
train-00000-of-00048_000034,неке енді осыған,니ik 인d 오s간,1.0,0.875,3
train-00000-of-00048_000035,біз лестница қойып шығамыз,бызлесым с цэгъуипщыгъамс,1.0,0.7307692307692307,4
train-00000-of-00048_000036,и біздің карточка сырғанағымыз шеллзидікінен де үлкен болып кетті қараңыздар,ей біздің капче сырғанн ағымыз шыл жедікіненді ілкем бөк кетті қараңызыр,0.9,0.3026315789473684,10
train-00000-of-00048_000037,шеллзидің видеосында бұлар бірақ өңкі менікінен кішкентай,шелзийдің видеосында бар бырағы үңкі менкінен кішкентай,0.7142857142857143,0.15789473684210525,7
train-00000-of-00048_000038,и кообще все без уса илгеть допусти верить,يكarcيفso بas وصa lكittبstيvriك,1.0,0.9285714285714286,8
train-00000-of-00048_000039,бізде тіпті мынау лестницамыз аз болып қалды,бізде тіпты нау лесінтсамыз азбоқ қалды,0.7142857142857143,0.22727272727272727,7
train-00000-of-00048_000040,біз мынаны өте көп деватыр едік өте аз болып қалып қайтты,біз мана өте көп театрін өте азбы қылып қайта,0.6363636363636364,0.2982456140350877,11
train-00000-of-00048_000041,мынау полностью жетпейді 48 лестницаның өзі,ал полын үстеу жетпейт қырық сегіз лесінсағың өзі,1.1666666666666667,0.5813953488372093,6
train-00000-of-00048_000042,икатчи біз тағы да үлесімді саламыз нәрседен толтырып,икарчең біз тағы да лесінді саламыз нашен толтырып,0.375,0.18867924528301888,8
train-00000-of-00048_000043,енді точно жетеді деген ойдамын,инда точно житят тенуйдам,0.8,0.41935483870967744,5
train-00000-of-00048_000044,почти 3 стак,паки үш ұстак,1.0,0.5,3
train-00000-of-00048_000045,бұл өте көп жаңа,бол өтек көп жаңың,0.75,0.25,4
train-00000-of-00048_000046,қырық сегіз жеткен маған бір шетіне енді нәшікке,қырық сегір жеткен наған біршетіне енді нәшітке,0.625,0.08333333333333333,8
train-00000-of-00048_000047,үш сағынын істеймін менің сиялаймын,щsаkнестi мi стeлоmо,1.0,0.7428571428571429,5
train-00000-of-00048_000048,өте күшті зат кеттік ау мен аңғарыңыздар өте күшті сіздер де істесеңіздер болады көп ше,өте күшті зат кептіг алнаңғараңызырдасар өте күшті сіздер де се сеңіздер бұлат капче,0.5333333333333333,0.2413793103448276,15
train-00000-of-00048_000049,өте өте күшті зат карточек,оте оте күшті зат кавче,0.6,0.23076923076923078,5
train-00000-of-00048_000050,қазір біз енді закупаться еттіп аламыз өзімізге мынандай 4 зауытты алып алайық,казбізенді жакпацейтіп аламыз өзімізге нандайы төрп солтық алып алай,0.75,0.34615384615384615,12
train-00000-of-00048_000051,рио болсын,reo boлsun,1.0,0.8,2
train-00000-of-00048_000052,енді болып аламыз,енді болы галамыс,0.6666666666666666,0.17647058823529413,3
train-00000-of-00048_000053,киркі аламыз жоқ киркі айымыз мынадайға жетеді деп,киркі аламыз жоқ киркаймыз нандайға жетет тек,0.625,0.2,8
train-00000-of-00048_000054,ештеңеге сыймайды да ғой,иштеңе семайттағы,1.0,0.5,4
train-00000-of-00048_000055,и біз нормально дегенде осындай бір мидж аламыз,и біз наманыденде осындай бір мет жаламыз,0.5,0.2553191489361702,8
train-00000-of-00048_000056,всё,喜,1.0,1.0,1
train-00000-of-00048_000057,и енді тағы да,и инді тағды,0.75,0.2857142857142857,4
train-00000-of-00048_000058,не алсақ болады,يوصقوت,1.0,1.0,3
train-00000-of-00048_000059,достар видеоға лайкымызды бастаймыз,tus vيdeo aliكms basms,1.0,0.9142857142857143,4
train-00000-of-00048_000060,мен жасалдым мінекей сырғанақты нан қараңыздар қандай үлкен,мен жасалын некте сұрған ақты наңғараңзыр қандай үлкен,0.625,0.23728813559322035,8
train-00000-of-00048_000061,ей біздің противник уже бізге келді міне оған тим деп қойған бірақ,и біздің противник уже бізге келді ме оған тим де қойған бірақ,0.25,0.07575757575757576,12
train-00000-of-00048_000062,сонда да ол бізге келатыр чотан неге екенін,сұнда да ол бізге килатр чотан негеекен,0.5,0.13953488372093023,8
train-00000-of-00048_000063,қазір мен оны изиге айыптасаймын деген ойдамын,казірме оны ижегі айырып тайымдегін ойдам,0.8571428571428571,0.3695652173913043,7
train-00000-of-00048_000064,и ол бізге сүттен келатыр короче,и ол бізге үсттең гелатр карчы,0.5,0.25,6
train-00000-of-00048_000065,газ сұрай мен тил деп,ka srimentide,1.0,0.9523809523809523,5
train-00000-of-00048_000066,осындай бір бізде постройка шықты,осындай әйбір бізде пастрикі шықты,0.4,0.18181818181818182,5
train-00000-of-00048_000067,не дейді,не дейді,0.0,0.0,2
train-00000-of-00048_000068,шерский деп платить нетті,шерсти дел та неттин,1.0,0.44,4
train-00000-of-00048_000069,керек емес и как же все достар мына қараңыздар,терег емес икарчи все достар менан қараңыздыр,0.6666666666666666,0.21739130434782608,9
train-00000-of-00048_000070,өте күшті зат шықты бізде,өтте күшті жат шықты бізде,0.4,0.08,5
train-00000-of-00048_000071,казинал бізге атака жасап кетіп жүрмесе,казиннал бізге атака жасақ пету жүммесе,0.6666666666666666,0.15384615384615385,6
train-00000-of-00048_000072,казинше біз тағы да бір рет сырғанап жіберейік,казенше біз тағы да біре сырғанап жере,0.5,0.1956521739130435,8
train-00000-of-00048_000073,біз осындай үлкен площадка жасаймыз картиже,біз осында үлкем плашәткі жасаймыз карше,0.6666666666666666,0.23255813953488372,6
train-00000-of-00048_000074,қазір төрт блоктан қоямыз өстіп карте осындай осындай,кәзцөрт блыктан қоямыз өстіп картше осындай осындай,0.5,0.1509433962264151,8
train-00000-of-00048_000075,имники,يmikي,1.0,1.0,1
train-00000-of-00048_000076,өте күштен шықты деген ойдамын менің затым,өте күшті шықты деген ойдамн меңізатым,0.5714285714285714,0.14285714285714285,7
train-00000-of-00048_000077,достар сол үшін лайық болсам мінекей мен үлкен зат жасадым кәдімгідей,достар солүшын алайты басан жнете меңін үлкеін зат жасадым кәдімгідей,0.6363636363636364,0.21739130434782608,11
train-00000-of-00048_000078,мінекей көріп тұрған боларсыздар міне осыны скринин етіп,некей көрп тырған болап сыздар мен осын іскірен етіп,1.0,0.25,8
train-00000-of-00048_000079,привьюға қоятын болам кароче мінекей өте күшті шықты,вевиюға қоятын боламн кабчем некей өте күшті шықты,0.5,0.17307692307692307,8
train-00000-of-00048_000080,қазір біз бетеміз оның астына трамплинді қойып жүреміз,қазір біз бетеміміз оның асына трамплинді қою жереміз,0.5,0.12962962962962962,8
train-00000-of-00048_000081,ии оғуш кетсуі керек көбінесе,i oškesu krek gч,1.0,0.896551724137931,5
train-00000-of-00048_000082,трамплинг өкпөек короче,трамп иң лык поек карче,1.6666666666666667,0.391304347826087,3
train-00000-of-00048_000083,и біз нәштен,и біз наштен,0.3333333333333333,0.08333333333333333,3
train-00000-of-00048_000084,нан аламыз,nanaوams,1.0,1.0,2
train-00000-of-00048_000085,давай анау бізге келатыр что то,далайтус анал бізге килатрып чота,0.8333333333333334,0.3548387096774194,6
train-00000-of-00048_000086,е о достар жасап кеттім аңғараңыздар все достар біз оған атака жасаймыз өте әдемі шықты көрдіңіздер ме,еұлдысап жасакпеттін аңғыраңызыр селдысып бізұған атака жасаймыз өте әдем шықты көріңізде ма,0.7647058823529411,0.24509803921568626,17
train-00000-of-00048_000087,түсіп келатты да ұшып кетті анау деген,түск белаттыда ұшық бетт анал деген,0.8571428571428571,0.21052631578947367,7
train-00000-of-00048_000088,өте күшті кетті кәдімгідей скоростпен шығып кетті,өте күштігітканіңіде скоспен шыкпетті,0.8571428571428571,0.3673469387755102,7
train-00000-of-00048_000089,и біз бұған өйтіп бетейік бетейік,ий біз боған өтіп бетик бетик,0.8333333333333334,0.2727272727272727,6
train-00000-of-00048_000090,еу мая достар мынау мені ұрватыр қуатып мынау деген сол үшін өзіңді ұрам белгілі енді мен сені аямайтын болам,еумаэдусторнау мен ұруатыр қуатынау деген сол үшін өзімді ұран бергел еінді мен сені аямайтын боламын,0.6842105263157895,0.2018348623853211,19
train-00000-of-00048_000091,ең бірі,,1.0,1.0,2
train-00000-of-00048_000092,мәссаған,مسغا,1.0,1.0,1
train-00000-of-00048_000093,ей мен өзім тұрған түнға бүкп етіп жүрмесем,e me wisn tramting li upbiti bemissin,1.0,0.8837209302325582,8
train-00000-of-00048_000094,йо май о мініп кетуге сәл қалдым достар көрдіңіздер ме,о майо мүнккеттугі салқ алдым достары көбіріңізде ма,0.9,0.3148148148148148,10
train-00000-of-00048_000095,мініп кетсем өте жаман болатын еді мына пацанчикті біз бекістей бастаймыз и біз оны қазір тағы да өлтіріп тастаймыз все,мүнкпетсең өте жаман болатын ет на патсан шікті біз бетпісей астаймыз ей біз оны казі тағы да өлтіп ұстаймыз со,0.65,0.23529411764705882,20
train-00000-of-00048_000096,әәәәә сен ешқайда шықпайсың,сенешқайда шықпайсың,0.75,0.25925925925925924,4
train-00000-of-00048_000097,йо майын достар мынау шығып кетті окей біз оны қайттандырамыз,yo maye dusarnausiqwi toke bizon qattan rams,1.0,0.9180327868852459,10
train-00000-of-00048_000098,и внашытке тағы қойып тастаймыз и все,ивнаштка тақой псемс ивсё,1.0,0.4594594594594595,7
train-00000-of-00048_000099,патсаң сен енді ешқайда шыға алмайсың үстін жауып қойық түсіп өзіміз үңгіп кетіп жүреміз,пацан сейінді ешғайда шығалмай сені үстін жауып қойықтысді өзіміз үңікпет жүреміз,0.7142857142857143,0.26136363636363635,14
train-00000-of-00048_000100,әйтпесе и бізгі мына пацаны мына шеттен ұра бастаймыз бұл деген өзінше,eтпісе ийбіz бuнa паtсaнdынa шeтте рaбастамыz бu деген өлінше,0.9166666666666666,0.38571428571428573,12
train-00000-of-00048_000101,кашан де болады,kashan deبolaت,1.0,1.0,3
train-00000-of-00048_000102,сол үшін біз оны ұра бастаймыз,solšini bezlon ralastaims,1.0,0.9333333333333333,6
train-00000-of-00048_000103,и биткуэнск кавчи,ი ბითყვეან სგავჩი,1.0,0.9411764705882353,3
train-00000-of-00048_000104,өле тұрсың пока что,өлетұмсын пакашты,1.0,0.3684210526315789,4
train-00000-of-00048_000105,достар біз короче бүйтеміз мынандай екінші жұмысын садақ аламыз,дыстар біз картше биттеміз нандай екінші өремізін садақ аламыз,0.5555555555555556,0.2222222222222222,9
train-00000-of-00048_000106,и мынаның басынан бүйтіп ата бастайыз бұл зефрикстің,и мұнаның басынан ата бастайы бол здефрикстің,0.625,0.21153846153846154,8
train-00000-of-00048_000107,өте кереметтей ресурс багы,өти керемити ресурс пагы,0.75,0.23076923076923078,4
train-00000-of-00048_000108,и біз бұнын бүйтіп жібереміз да өтірік астына трамплин қойып жібереміз короче,и біз бұлыны жеремізда өтірік астына трuмплин ой жүреміз карче,0.6666666666666666,0.2597402597402597,12
train-00000-of-00048_000109,всё,行,1.0,1.0,1
train-00000-of-00048_000110,иін алып шығып кетті достар и біз оны ұра бастаймыз,и налшықпетті достар и біз он ралыс темes,0.7,0.37254901960784315,10
train-00000-of-00048_000111,қазір біз нашарке трамплинымызды аламыз и на пацанчикты өлтіреміз,қазірбіз нәшітке трамплинімізді ағыламыз и на патсантшікпе өлтреміс,0.7777777777777778,0.27692307692307694,9
train-00000-of-00048_000112,трамплин қойып қоямыз давай,trampiyingo koyanusdawai,1.0,0.9629629629629629,4
train-00000-of-00048_000113,достар әдемі кетті мынаған қараңыздар,yоhуд сар әдем кеттін аңғыраңызы,1.0,0.5135135135135135,5
train-00000-of-00048_000114,өте әдемі троллик мифсті ме келіп түсті короче,өтадем тролник минкстымегельптүсті коручы,1.0,0.32608695652173914,8
train-00000-of-00048_000115,енді шығатын болсаң осы трамплинді басасың,енді шығатын мұсаң осы трамплинді басасың,0.16666666666666666,0.07142857142857142,6
train-00000-of-00048_000116,елемеңсердің бұрықтық атып өлтірісіп,еле менсетің бұрыстык атып өлтіресп,1.0,0.2222222222222222,4
train-00000-of-00048_000117,кемге,فيلقيل,1.0,1.2,1
train-00000-of-00048_000118,все достар мен атып өлтірсам и бұны біз жалпыстаймыз пока что өле тұрсын,сеодусам мен атп өл тырсан үйі боны бит жалпыстаймыз пакашту өле тұрсын,0.7692307692307693,0.2638888888888889,13
train-00000-of-00048_000119,өлмесе өте жаман болады мен үш алмалы қойдың барыншы,өлмесе өте жаман баты мен үш алмалық қойын тарытшы,0.4444444444444444,0.15384615384615385,9
train-00000-of-00048_000120,шаума өте көп,shawma wuti kop,1.0,1.0,3
train-00000-of-00048_000121,белгелек қайда барыптысың,дергеле қайда бартусың,0.6666666666666666,0.24,3
train-00000-of-00048_000122,қазір осы біз мынаны жөндеп жаууымыз керек мына брәчкамызды,каздысырбізнан жөн деп жауылымыз келік інан бірәтшкамізді,1.0,0.3898305084745763,9
train-00000-of-00048_000123,әйтпесе қысылыватыр ау деймін,әйтпісеқысыл атырал дейм,1.0,0.27586206896551724,4
train-00000-of-00048_000124,и біз сені қазір әдемі қылып жауып береміз қорықпа,ий біз сені казір әдеми қалып жалып бергеміз қортпа,0.7777777777777778,0.16,9
train-00000-of-00048_000125,ей біз оны ұра бастаймыз бізді іскең кеткенбіз енді,ей біз оны ралыстаймыз бізді іскен тетшемісе енді,0.4444444444444444,0.21568627450980393,9
train-00000-of-00048_000126,и біз наштке бетеміз короче,i біz нeшткe бiтем сkавчe,1.0,0.4444444444444444,5
train-00000-of-00048_000127,жағын жауамыз бүйтеміз капче бұны өтірік жіберіватқандай болайық,а жағын жаламыз бектеміз капше бұын өтірік жібеп атқандай болайп,1.0,0.203125,8
train-00000-of-00048_000128,все мына жағын сындырамыз и ей ей ей ей пацан пацан пацан аямаймын сені өйткенің үшін,все на жағын сындырамыз иепацн пацан пацан аямаймен сен өйіткені үшін,0.625,0.2235294117647059,16
train-00000-of-00048_000129,все өзіңнен көр,шел өзіңнен көр,0.3333333333333333,0.2,3
train-00000-of-00048_000130,мен сені аямаймын,мен сені аяммаймы,0.3333333333333333,0.11764705882352941,3
train-00000-of-00048_000131,очень все уже дайындап отыр,hacifyo aro zaayindua,1.0,0.9259259259259259,5
train-00000-of-00048_000132,зат бар,ዛጥባር,1.0,1.0,2
train-00000-of-00048_000133,иә майдусан ол мені скринт етіп жепсіз иә,ел май дұсырнао мен скрен тетчевсе,1.0,0.5365853658536586,8
train-00000-of-00048_000134,өте өте өте жаман болады карточье біз оны луппе ата бастаймыз,өте өте өте жаман болады картше біз оны ұлпме атауыс таймс,0.36363636363636365,0.19672131147540983,11
train-00000-of-00048_000135,бүйтеміз бүйтеміз и ол бізге келатыр біз оны скит ет жүреміз и все он умер біз оны бүйтіп жалпыстаймыз осы үшін мен оны аямаймын короче,бетеміз бетеміз и ол бізге килатр біз оны скинт етжереміз ивсе он умер біз оны беті жалпыстаймыз осы үшін мен оны аямайм карутше,0.44,0.14074074074074075,25
train-00000-of-00048_000136,жерге батсаң сен енді ешқайда да шыға алмайтын боласың,белге поцан сененді ешқайдадашыға аумайтын боласын,1.0,0.2222222222222222,9
train-00000-of-00048_000137,мұның байы,nugbaye,1.0,1.0,2
train-00000-of-00048_000138,багермін мен түсіндің бе багермін,բագերմինմեն ցնումգա բագերմին,1.0,0.9393939393939394,5
train-00000-of-00048_000139,мысыл,يه نسو,2.0,1.2,1
train-00000-of-00048_000140,сырынан қараңыздар мынау қалай шығып бара жатқанын,тысыбынаңқараңызы мынау қалай шықып бара жатқан,0.5714285714285714,0.22,7
train-00000-of-00048_000141,и біз оны топырып саймыз все,i бizona tuporaпsimesyo,1.0,0.8571428571428571,6
train-00000-of-00048_000142,қаласың кароче достар ромеона әдемі,қаласың карше дұсыр мелін әдемі,0.6,0.2857142857142857,5
train-00000-of-00048_000143,жап жегіңді түр түсініп тұрған боларсыздар,жап жегімі тіркаше тынп тырған болапсыздар,0.8333333333333334,0.30952380952380953,6
train-00000-of-00048_000144,все братышка покойся смирно дейм ба не дейм все корче душа біз бетеміз и нәрсе йомайно қашып баратыр ғой,все пратешка такойсесмерн ден банеден се капче дусар бізбетеміс и нашке ёмайно қаш пара турал,0.8947368421052632,0.33653846153846156,19
train-00000-of-00048_000145,бамп,بامب,1.0,1.0,1
train-00000-of-00048_000146,өте әдемі достар короче нәшті на пацанчик,وتعديم دوstr kaرci نaشتي نa pasaنç,1.0,0.8780487804878049,7
train-00000-of-00048_000147,бос әкіметті бізде,осы әкпетті бізде,0.6666666666666666,0.2222222222222222,3
train-00000-of-00048_000148,и ол закупицейткісі келген біз оған закупицейтуге шанс бермейміз,i закупи сайт кs кiлgiн bзoaн закуписайtоe шанс перме,0.8888888888888888,0.484375,9
train-00000-of-00048_000149,біз оны садақпай атпастаймыз короче,dzon sadaقme atpstaimskarce,1.0,0.9428571428571428,5
train-00000-of-00048_000150,қаш қаш қаш молодец,قsقشقs مaدis,1.0,0.9473684210526315,4
train-00000-of-00048_000151,имэн үй өмбай,你为于用吗呀,1.0,1.0,3
train-00000-of-00048_000152,қаш дегенім ғой капчаныстар мынау қашып кетті бізде,қашты қоппыңа қаш деген ғокапшедұсыр мнау қашы петті бізде,1.0,0.5294117647058824,8
train-00000-of-00048_000153,ей бергіл сені мен еш қасырында сол үшін аямаймын,е бергіл сенімен еш қашаында сол үшін аямайм,0.5555555555555556,0.14285714285714285,9
train-00000-of-00048_000154,мәс ағам,ماسغا,1.0,1.0,2
train-00000-of-00048_000155,енді қайт менің базама кірмейтін боласың пә тәмішкені трэмплиін қойып қоямын,ендіғайты мен базама кірмейтін боласың пәтәмүшкенін трәмп лейм қойып қоям,0.6363636363636364,0.19736842105263158,11
train-00000-of-00048_000156,мұнайшылықке мінген де шығасың,мына штке міңген де шасын,1.0,0.3333333333333333,4
train-00000-of-00048_000157,мына іштен қашқанда ұшасың,мұнаштен қашқанда ұшасын,0.75,0.15384615384615385,4
train-00000-of-00048_000158,түсінің ба иә,s नबa,1.0,0.9230769230769231,3
train-00000-of-00048_000159,іштен қашқанда ұшасың,нәштен қашқанда ұшасың,0.3333333333333333,0.09523809523809523,3
train-00000-of-00048_000160,иии сосын,이어은,1.0,1.0,2
train-00000-of-00048_000161,мәссаған достар мынау полк алып алыпты өзінше,мәсаған бісамнау палкалопту өзінше,0.8571428571428571,0.35555555555555557,7
train-00000-of-00048_000162,и біз оны былай атап бастаймыз и все вергиль сол үшін сен аямаймын сен менде,и біз оны блай атавас таймс и все вергель сол үшін месен аямаймсен менде,0.4666666666666667,0.17105263157894737,15
train-00000-of-00048_000163,что то ұмытып кеттің ау деймін ботинки бар келін,чoтa uмыткетіnaудiм батiн кі баркен,1.0,0.5,9
train-00000-of-00048_000164,белгіс жайы сен енді ешқашанда,беблишайы сенеді еш қашанда,1.0,0.3,5
train-00000-of-00048_000165,жаттық емессің давай қаша ғой қаша,жатқомесін далай қаша ғой қашы,0.6666666666666666,0.23529411764705882,6
train-00000-of-00048_000166,өтірік қашып кетті ой,وتب قش بوي,1.0,0.9047619047619048,4
train-00000-of-00048_000167,давайте болса біз оны комбоға алып көрейік,далайте бса бزон ком боғ ал кори,1.0,0.38095238095238093,7
train-00000-of-00048_000168,ну басик та,nu baskte,1.0,0.9090909090909091,3
train-00000-of-00048_000169,давай қашып кет,دوقشك بت,1.0,0.9333333333333333,3
train-00000-of-00048_000170,біз он бой бой ура бастаймыз все изи,bizon baiboj rabasta imis sio izi,1.0,0.8888888888888888,8
train-00000-of-00048_000171,уламай дейді білмеймін неге екенін уламай деп жатыр давай қаш молодец красавчик давай давай бас бас бас,ұламайдет білмей ман негекен ұламайдеп жатыр дауай қаш мала дес красав дауай далай бас бас бас,0.7647058823529411,0.22330097087378642,17
train-00000-of-00048_000172,қш,خش,1.0,1.0,1
train-00000-of-00048_000173,қаш молодец қаш жүрсең басың істемейді ме жырынды екен ғой ол,қаш маладеш қаш жүрсен басым істемеймі жынды кен ғоналы,0.8181818181818182,0.26229508196721313,11
train-00000-of-00048_000174,біз оны топорымен өлтіреміз кәзір,bzon tapлerni utrenus gaзr,1.0,0.8787878787878788,5
train-00000-of-00048_000175,так уже әдемі тиетін шығар достар давайте лайкомызды бастаймыз,tep иredim titncer dуsрdавaйте lаikms basoms,1.0,0.8064516129032258,9
train-00000-of-00048_000176,біз қазір оның кроватьін сындырғанымыз короче,казе бум краватель сандрансковче,1.0,0.5555555555555556,6
train-00000-of-00048_000177,и потом келіп сұранысқа барайын десем бірде уже,ий патын келісұрамытқа барайын десен бірзеужі,0.875,0.2553191489361702,8
train-00000-of-00048_000178,он екі банк үй достар мынау шығып кетті бізде өте күшті от деген ойда мінекей біздің,ониклан идусторнау шық бетті бізде өте күштолттегін ойдан мінеке біздің,0.8125,0.30952380952380953,16
train-00000-of-00048_000179,постройкамыз достар кешке нормальный видео шығады короче,пастройканыж дустар кешке нормальны видео шығат каруче,0.7142857142857143,0.16071428571428573,7
train-00000-of-00048_000180,соны күттің мен қазір скрин жасап алайын,соны күтің мен казы скренжаса болайн,0.7142857142857143,0.25,7
train-00000-of-00048_000181,и все достар кешке нормально видео шығады достар күттің кароче,евсео дустарып кешке нормальне видеошығат дустарп күтін карлычы,0.9,0.27419354838709675,10
train-00000-of-00048_000182,кешке шығаратын боламын и давайте осы видеоға,кешке шығаратын боланын и далайте осы үйдеғы,0.42857142857142855,0.13333333333333333,7
train-00000-of-00048_000183,жиырма бес лайчынан каналға тіркелеміз давайте енді видео біткен соң,жиырма бес ғайк жинан каналғы тіріп келеміз далайт енді вюдияу бөткенсың,0.9,0.2647058823529412,10
train-00000-of-00048_000184,комментімізді қалдырып кетеміз достар,поментімызды қалдық бетеміз ста,1.0,0.2972972972972973,4
train-00000-of-00048_000185,видеолыға лайкқымызды бастамыз дәу екен бақа бақа чоқ,vido likms basams dauetien pakapaka čel,1.0,0.9056603773584906,8
train-00000-of-00048_000186,баршаңызға сәлем менің есімім мая болат жасым он екіде шымкент қаласынан келіп отырмын,басшанызға сәлейм менімгесімі мая болат жасым өнегіде шімкен қаласынан келіп отырмын,0.5384615384615384,0.12790697674418605,13
train-00000-of-00048_000187,кішкентай кезімнен бастап әнді қатты жақсы көремін теледидарды қосып қойып балапан телеарнасын қойып сонымен бірге өлең айтатынмын,ішкентай кезімнен бастап әнді ғатты жақсы көремін теледидарды қосып қойып балапан теле арнасын қойып сонмен бірге жөлен айтатын,0.4117647058823529,0.06923076923076923,17
train-00000-of-00048_000188,мен алғашқы сахнаға оршақ театрында шықтым ол кезде барлықтары ұялы телефондарын алып түсірді мен өзімді как будто жұлдыз сияқты сезініп кеттім сол кезде барып анама отбасыма қуанып айтып сол бірінші рет шықтым жұлдыз болып кеттім деп,мен алғашқы сахнаға қоршақ театрында шықтым ол кезде бәрліқтері ұялы телефондарын алып түсірді мен өзімді кабутта жылды сехт сезінп кеттім сол кезде барып анама отбасыма қуанов айтып сол біріншірет шықтым былдызмып кеттімді,0.3888888888888889,0.11965811965811966,36
